poligraphId,Slug affaire,Titre,poligraphId politique,Slug politique,Politique,Parti actuel (abrégé),Parti actuel,Position politique,Parti au moment (abrégé),Parti au moment,Statut,Statut (code),Catégorie,Catégorie (code),Gravité,Gravité (code),Implication,Implication (code),Liée au mandat,Date des faits,Date de début,Date du verdict,Amende (EUR),Prison (mois),Prison avec sursis,Inéligibilité (mois),TIG (heures),Appel,Peine (texte libre),Autres peines,Juridiction,ECLI,Description,Nombre de sources,Première source (URL),Première source (titre),Page Poligraph,Créée le,Mise à jour le
AF-000213,stephane-ravier-favoritisme-partage-de-marche-public,Affaire de favoritisme (partage de marché public),PG-000960,stephane-ravier,Stéphane Ravier,NI,Non-inscrits,,NI,Non-inscrits,Condamnation (1ère instance),CONDAMNATION_PREMIERE_INSTANCE,Favoritisme,FAVORITISME,Critique,CRITIQUE,Mis en cause,DIRECT,oui,2016-01-01,,,,,,,,non,,,,,"Stéphane Ravier, sénateur des Bouches-du-Rhône et alors sans affiliation partisane, a été jugé en première instance pour favoritisme dans l'exercice de ses fonctions de maire de secteur. Les faits remontent à 2016 et concernent le partage d'un marché public entre deux sociétés appartenant à une même personne. Cette pratique lui aurait permis d'éviter la mise en place d'une procédure d'appel d'offres obligatoire. Le jugement a lieu dix ans après les faits incriminés. Par jugement du 17 février 2026, le tribunal correctionnel le condamne à trois mois de prison avec sursis, une année d'inéligibilité et une amende de 5 000 euros. Cette condamnation intervient en première instance, ce qui signifie qu'une procédure d'appel reste possible. Cette affaire s'inscrit dans un contexte plus large d'enjeux de gestion publique et de respect des règles de transparence administrative. Elle s'ajoute à plusieurs autres procédures impliquant le sénateur, parmi lesquelles l'affaire de prise illégale d'intérêts, relative à l'embauche de son fils.",3,https://fr.wikipedia.org/wiki/St%C3%A9phane_Ravier,Wikipedia — Stéphane Ravier,https://poligraph.fr/affaires/stephane-ravier-favoritisme-partage-de-marche-public,2026-02-20T18:29:33.838Z,2026-03-04T21:58:37.620Z
AF-000212,stephane-ravier-favoritisme-marches-publics-site-internet,Affaire de favoritisme (marchés publics site internet),PG-000960,stephane-ravier,Stéphane Ravier,NI,Non-inscrits,,NI,Non-inscrits,Enquête préliminaire,ENQUETE_PRELIMINAIRE,Favoritisme,FAVORITISME,Critique,CRITIQUE,Mis en cause,DIRECT,oui,,2022-02-01,,,,,,,non,,,,,"Stéphane Ravier, sénateur des Bouches-du-Rhône et membre du groupe Non-inscrits, fait l'objet d'une enquête préliminaire ouverte en août 2021 par le parquet de Marseille pour des soupçons de favoritisme et recel de favoritisme dans la gestion de marchés publics. Les faits allégués concernent l'attribution de marchés publics pour la création du site internet de sa mairie de secteur. Cette procédure relève de la catégorie du favoritisme, délit caractérisé par l'attribution avantageuse de contrats publics sans respect des principes de transparence et de concurrence. L'enquête préliminaire a été diligentée par le parquet de Marseille suivant le protocole standard pour les affaires présumées de déviation de deniers publics. À ce stade de la procédure, aucune mise en examen n'a été signalée et Stéphane Ravier bénéficie de la présomption d'innocence. Aucune information n'est actuellement disponible sur l'avancement ou l'issue de cette enquête. Ce dossier s'inscrit dans un contexte judiciaire plus large impliquant Stéphane Ravier, notamment des affaires de prise illégale d'intérêts relatifs à la gestion de son office public.",2,https://fr.wikipedia.org/wiki/St%C3%A9phane_Ravier,Wikipedia — Stéphane Ravier,https://poligraph.fr/affaires/stephane-ravier-favoritisme-marches-publics-site-internet,2026-02-20T18:29:33.659Z,2026-03-04T21:58:33.556Z
AF-000211,stephane-ravier-prise-illegale-d-interets-embauche-du-fils,Affaire de prise illégale d'intérêts (embauche du fils),PG-000960,stephane-ravier,Stéphane Ravier,NI,Non-inscrits,,NI,Non-inscrits,Appel en cours,APPEL_EN_COURS,Prise illégale d'intérêts,PRISE_ILLEGALE_INTERETS,Critique,CRITIQUE,Mis en cause,DIRECT,oui,,2024-05-29,2026-02-10,,6,oui,12,,non,,,Tribunal correctionnel de Marseille,,"Stéphane Ravier, sénateur des Bouches-du-Rhône et alors non-inscrit, a été poursuivi pour prise illégale d'intérêts suite au recrutement de son fils Thomas dans sa mairie de secteur pendant trois ans et demi. Le 29 mai 2024, le tribunal correctionnel de Marseille le condamne à six mois de prison avec sursis et un an d'inéligibilité pour cette infraction. Son fils, poursuivi conjointement, est cependant acquitté en première instance. En appel, la cour d'appel confirme le 17 février 2026 la condamnation du sénateur, maintenant la peine de six mois avec sursis et l'inéligibilité d'un an. Thomas Ravier voit sa condamnation infirmée en appel et obtient sa relaxe. Cette affaire s'inscrit dans un contexte plus large de contentieux judiciaires ayant émaillé la trajectoire de Stéphane Ravier, notamment l'affaire de favoritisme concernant des marchés publics. La décision de justice définitive confirme que le recrutement du fils constituait bien un détournement de pouvoir public à titre personnel, distinct de toute faute personnelle de ce dernier dans les conditions de son embauche.",6,https://fr.wikipedia.org/wiki/St%C3%A9phane_Ravier,Wikipedia — Stéphane Ravier,https://poligraph.fr/affaires/stephane-ravier-prise-illegale-d-interets-embauche-du-fils,2026-02-20T18:29:32.704Z,2026-03-12T11:02:18.604Z
AF-000210,stephane-ravier-diffamation-envers-sos-mediterranee,Affaire de diffamation envers SOS Méditerranée,PG-000960,stephane-ravier,Stéphane Ravier,NI,Non-inscrits,,NI,Non-inscrits,Relaxe,RELAXE,Diffamation,DIFFAMATION,Significatif,SIGNIFICATIF,Mis en cause,DIRECT,non,2018-01-01,,,,,,,,non,,,Cour d'appel,,"Stéphane Ravier, sénateur des Bouches-du-Rhône, non-inscrit à l'époque des faits, a été poursuivi pour diffamation publique suite à des accusations portées en 2018 contre l'ONG SOS Méditerranée. Il reprochait à l'organisation d'être « complice du trafic d'êtres humains », des propos tenus dans un contexte de débat public sur les migrations et le sauvetage en mer Méditerranée. Le tribunal correctionnel de Marseille a statué le 23 février 2024, le condamnant à 3 000 euros d'amende ainsi qu'au versement de 1 euro de préjudice moral et 3 000 euros de frais de procédure à l'ONG. Cette condamnation pour diffamation reconnaissait le caractère dommageable des accusations envers SOS Méditerranée. En mai 2025, la cour d'appel a prononcé une relaxe en raison de la prescription de l'action publique. Cette décision, fondée sur le délai écoulé entre les faits (2018) et la mise en examen, a invalidé les poursuites. L'ONG a envisagé un recours en pourvoi en cassation pour contester cette relaxe. Cette affaire s'inscrit dans une série de contentieux judiciaires impliquant le sénateur, notamment l'injure sexiste envers Samia Ghali et le tweet sur l'immigration et le meurtre en Seine-et-Marne, qui révèlent un profil de figure publique régulièrement impliquée dans des litiges de parole.",4,https://fr.wikipedia.org/wiki/St%C3%A9phane_Ravier,Wikipedia — Stéphane Ravier,https://poligraph.fr/affaires/stephane-ravier-diffamation-envers-sos-mediterranee,2026-02-20T18:29:32.535Z,2026-03-04T21:58:24.334Z
AF-000209,stephane-ravier-injure-publique-envers-un-avocat-lyonnais,Affaire de l'injure publique envers un avocat lyonnais,PG-000960,stephane-ravier,Stéphane Ravier,NI,Non-inscrits,,NI,Non-inscrits,Prescription,PRESCRIPTION,Injure,INJURE,Significatif,SIGNIFICATIF,Mis en cause,DIRECT,non,,2023-12-19,,,,,,,non,,,Tribunal correctionnel de Lyon,,"Stéphane Ravier, sénateur non-inscrit des Bouches-du-Rhône, a été poursuivi pour injure publique après avoir traité un avocat lyonnais de ""raclure"". Cette qualification visait le conseil qui avait assuré la défense d'un homme condamné pour un homicide routier commis en juillet 2020 à Lyon. La critique de M. Ravier s'attaquait ainsi à l'exercice de la fonction d'avocat plutôt qu'aux faits de l'espèce. Le tribunal correctionnel de Lyon a statué en décembre 2023. Il a condamné le sénateur à une amende de 10 000 euros, assorti d'une astreinte de 1 000 euros par jour en cas de non-publication de la décision sur ses réseaux sociaux, et au versement de 10 000 euros de dommages et intérêts au plaignant. Cette condamnation s'inscrit dans un contexte plus large de contentieux judiciaires impliquant M. Ravier. L'action publique s'est toutefois éteinte par prescription en octobre 2024, ce qui met fin à la procédure avant toute exécution définitive. Cette prescription intervient conformément aux délais légaux applicables aux délits d'injure publique.",4,https://fr.wikipedia.org/wiki/St%C3%A9phane_Ravier,Wikipedia — Stéphane Ravier,https://poligraph.fr/affaires/stephane-ravier-injure-publique-envers-un-avocat-lyonnais,2026-02-20T18:29:32.363Z,2026-03-04T21:58:18.139Z
AF-000208,stephane-ravier-tweet-sur-l-immigration-et-le-meurtre-en-seine-et-marne,Affaire du tweet sur l'immigration et le meurtre en Seine-et-Marne,PG-000960,stephane-ravier,Stéphane Ravier,NI,Non-inscrits,,NI,Non-inscrits,Relaxe,RELAXE,Diffamation,DIFFAMATION,Significatif,SIGNIFICATIF,Mis en cause,DIRECT,non,2021-07-01,,,,,,,,non,,,Tribunal correctionnel (parquet de Marseille),,"Stéphane Ravier, alors inscrit au groupe Non-inscrits au Sénat, publie le 1er juillet 2021 un tweet commentant le meurtre d'un jeune homme en Seine-et-Marne : « Théo, 18 ans, assassiné par un Sénégalais à Claye-Souilly. L'immigration tue la jeunesse de France ». Le message relie directement l'origine nationale de l'auteur de l'infraction à une critique générale de l'immigration. Le parquet de Marseille poursuit Stéphane Ravier pour diffamation raciale. En mai 2023, une amende pénale de 1 000 euros est requise devant le tribunal correctionnel. La juridiction donne raison au sénateur en le relaxant en juillet 2023, jugeant que ses propos ne constituent pas une diffamation au sens de la loi. Cette relaxe intervient dans un contexte récurrent : plusieurs autres contentieux judiciaires impliquent Stéphane Ravier, notamment l'affaire de diffamation envers SOS Méditerranée et l'affaire d'injure sexiste envers Samia Ghali. La relaxation de juillet 2023 clôt cette procédure sans condamnation.",3,https://fr.wikipedia.org/wiki/St%C3%A9phane_Ravier,Wikipedia — Stéphane Ravier,https://poligraph.fr/affaires/stephane-ravier-tweet-sur-l-immigration-et-le-meurtre-en-seine-et-marne,2026-02-20T18:29:32.197Z,2026-03-04T21:58:14.049Z
AF-000207,stephane-ravier-injure-sexiste-envers-samia-ghali,Affaire de l'injure sexiste envers Samia Ghali,PG-000960,stephane-ravier,Stéphane Ravier,NI,Non-inscrits,,NI,Non-inscrits,Relaxe,RELAXE,Injure,INJURE,Significatif,SIGNIFICATIF,Mis en cause,DIRECT,non,2019-04-01,,,,,,,,non,,,Cour d'appel d'Aix-en-Provence,,"Stéphane Ravier, sénateur des Bouches-du-Rhône non-inscrit, a été poursuivi pour injure sexiste après des propos tenus lors d'une réunion publique en avril 2019. Le sénateur avait déclaré à propos de la sénatrice Samia Ghali : « La sénatrice Samia G., c'est le point G. de Marseille ! », une formule exploitant à connotation sexuelle le patronyme de l'élue. Le tribunal correctionnel de Marseille a condamné Stéphane Ravier en mai 2021 à 1500 euros d'amende pour injure sexiste, estimant que les propos constituaient une atteinte à la dignité de la victime. Cependant, la cour d'appel d'Aix-en-Provence a infirmé ce jugement en mars 2022. Elle a relaxé le sénateur, considérant que les propos en question ne revêtaient pas le caractère d'une injure au sens de la loi. Cette décision représente le jugement définitif de l'affaire. Stéphane Ravier a par ailleurs été impliqué dans plusieurs autres affaires judiciaires, notamment l'affaire de prise illégale d'intérêts et l'affaire de favoritisme.",3,https://fr.wikipedia.org/wiki/St%C3%A9phane_Ravier,Wikipedia — Stéphane Ravier,https://poligraph.fr/affaires/stephane-ravier-injure-sexiste-envers-samia-ghali,2026-02-20T18:29:32.031Z,2026-03-04T21:58:09.434Z
AF-000205,jean-hugues-ratenon-diffamation-et-injures-tract-2009,Affaire de diffamation et injures (tract 2009),PG-000163,jean-hugues-ratenon,Jean-Hugues Ratenon,LFI,La France insoumise,Gauche,,,Relaxe,RELAXE,Diffamation,DIFFAMATION,Significatif,SIGNIFICATIF,Mis en cause,DIRECT,non,2009-12-11,,,,,,,,non,,,Tribunal correctionnel,,"Jean-Hugues Ratenon, alors membre de Rézistan's Égalité 974 et actuellement député de la 5ème circonscription au sein de La France insoumise, a été poursuivi pour diffamation et injures publiques. En décembre 2009, Ratenon distribue un tract via son association « Agir pou nout tout » contenant des critiques virulentes envers Daniel Gonthier, maire de sa circonscription. Le tract utilisait des expressions péjoratives dont « comportement de voyou » et « gros blanc ». Gonthier, considéré comme citoyen chargé d'un mandat public, a déposé plainte pour diffamation et injures. L'affaire a été soumise au tribunal correctionnel. En décembre 2010, le tribunal a jugé la plainte irrecevable, décision fondée sur un vice de procédure : la consignation financière obligatoire n'avait pas été versée dans les délais prévus par la loi. Gonthier a interjeté appel, mais la cour d'appel a confirmé cette décision en avril 2011, maintenant l'irrecevabilité de l'action en justice. Cette irrecevabilité a abouti à une relaxe judiciaire de Ratenon, qui a pu continuer son engagement politique sans condamnation au fond. Cette affaire intervient en parallèle d'autres poursuites dont il a fait l'objet au cours de sa carrière politique.",4,https://fr.wikipedia.org/wiki/Jean-Hugues_Ratenon,Wikipedia — Jean-Hugues Ratenon,https://poligraph.fr/affaires/jean-hugues-ratenon-diffamation-et-injures-tract-2009,2026-02-20T18:29:31.694Z,2026-04-09T19:14:56.351Z
AF-000204,julien-rancoule-plainte-de-sandrine-rousseau-contre-julien-rancoule-pour-pose-devant-une-pancarte-sexiste,Plainte de Sandrine Rousseau contre Julien Rancoule pour pose devant une pancarte sexiste,PG-000231,julien-rancoule,Julien Rancoule,RN,Rassemblement National,Extrême droite,RN,Rassemblement National,Enquête préliminaire,ENQUETE_PRELIMINAIRE,Injure,INJURE,Significatif,SIGNIFICATIF,Mis en cause,DIRECT,non,2024-01-26,,,,,,,,non,,,null,,"Le 26 janvier 2024, Julien Rancoule, député RN de l'Aude, pose avec deux autres élus RN (Christophe Barthes et Frédéric Falcon) devant une pancarte affichant l'inscription « Va faire la soupe salope », ciblant les élues écologistes Sandrine Rousseau et Marine Tondelier. Cette inscription fait référence à une insulte lancée par un vigneron aux deux élues le 13 juin 2023. Le 29 janvier 2024, Sandrine Rousseau dépose une demande de sanction auprès de la présidence de l'Assemblée nationale et engage une procédure judiciaire. Julien Rancoule se défend en affirmant qu'il s'agit d'un ""cri de colère de paysans"" et qu'ils n'auraient pas utilisé ces termes eux-mêmes.",5,https://fr.wikipedia.org/wiki/Julien_Rancoule,Wikipedia — Julien Rancoule,https://poligraph.fr/affaires/julien-rancoule-plainte-de-sandrine-rousseau-contre-julien-rancoule-pour-pose-devant-une-pancarte-sexiste,2026-02-20T18:29:31.524Z,2026-03-04T21:16:33.287Z
AF-000203,adrien-quatennens-plainte-en-diffamation-de-gerald-darmanin-contre-adrien-quatennens,Plainte en diffamation de Gérald Darmanin contre Adrien Quatennens,PG-000594,adrien-quatennens,Adrien Quatennens,LFI,La France insoumise,Gauche,LFI,La France insoumise,Enquête préliminaire,ENQUETE_PRELIMINAIRE,Diffamation,DIFFAMATION,Significatif,SIGNIFICATIF,Mis en cause,DIRECT,non,2022-12-13,,,,,,,,non,,,null,,"Le 13 décembre 2022, Gérald Darmanin, ministre de l'Intérieur, annonce porter plainte en diffamation contre Adrien Quatennens, député La France insoumise du Nord. Cette action fait suite aux propos tenus par Quatennens dans une interview à La Voix du Nord, où il affirme que sa condamnation pour violences conjugales aurait été « orchestrée depuis le ministère de l'Intérieur » et que les fuites de la procédure seraient d'origine politique. Darmanin qualifie ces accusations de « propos calomnieux » et dépose plainte le 14 décembre 2022. Le ministre réfute catégoriquement toute implication de son ministère dans la procédure judiciaire visant Quatennens et défie ce dernier de publier ses preuves.",7,https://fr.wikipedia.org/wiki/Adrien_Quatennens,Wikipedia — Adrien Quatennens,https://poligraph.fr/affaires/adrien-quatennens-plainte-en-diffamation-de-gerald-darmanin-contre-adrien-quatennens,2026-02-20T18:29:31.360Z,2026-03-04T21:16:33.235Z
